pname,n,total,max_amt
"TISHMAN REALTY & CONSTRUCTION CO, INC.",13,4335072.66,3100000.0
GENESIS DIMENSIONS LLC,11,4334028.0,2802916.0
"BIORESOURCE CONSULTANTS, INC",27,4331815.38,1832888.0
UNIVERSAL MFG. CO.,13,4328641.31,1410360.0
GSG SRL GESTIONE SERVIZI GLOBALI,24,4312182.17,1007814.84
"FLIR OUTDOOR AND TACTICAL SYSTEMS, INC.",2,4308745.24,4105995.24
EXHIBITONE CORPORATION,41,4297494.65,1738415.82
"QUANTUM USA, LLP",17,4296956.0,3308731.0
BLUE AETHER INC,9,4294211.0,1798286.0
"INVERSIONES OMNI, S.A. DE C.V.",4,4286054.1,4954833.02
"CPK MANUFACTURING, LLC",2,4278884.52,4278884.52
"INERTIA SWITCH, INC.",15,4269702.0,2852640.0
BEYOND GRAVITY USA INC.,1,4262594.0,4262594.0
LSCAR-GRAHAM CONTRACTING,7,4250551.32,2461219.4
"GRAHAM COUNTY LAND COMPANY, L.L.C.",29,4244041.7299999995,1896620.0
ONE TOUCH - MELGAR JV LLC,3,4231044.35,2950000.0
EUREKA SOFTWARE SOLUTIONS INC,6,4226085.2,2992350.0
SUMMIT RIDGE CARE LLC,8,4215588.5600000005,1478457.8
ALFALIGHT INC,9,4203606.5600000005,2111805.0
SSD CONTRACTING LLC,13,4202288.859999999,2294370.0
"SUMMIT FLEET MANAGEMENT, LLC",20,4200611.63,1290718.0
PREMIER SYSTEMS SALES LTD,13,4180207.77,2093204.0
CALVIN L WADSWORTH CONSTRUCTION COMPANY LIMITED LIABILITY COMPANY,2,4174957.69,2634340.0
CR NATIONWIDE LLC-TRUMBLE CONSTRUCTION INC JV1,11,4160185.92,2853052.0
BALLYDEL TECHNOLOGIES INC.,14,4157534.94,1249945.0
JP HARVEY - STANTEC JOINT VENTURE,5,4144508.8000000003,2229822.49
5S COMPONENTS INC,6,4144108.58,2704531.2
LIVINGSTON SLONE INC,26,4141865.43,1335592.0
ABENGOA SA,7,4140913.62,1849422.09
MEADOWS STONE & PAVING INC,10,4138909.13,2316650.25
MALDON HOLDINGS INC.,7,4117228.07,3635213.78
MODERN CUSTOM DESIGN LLC,12,4105099.1999999997,1173131.15
WILLIAMS AEROSPACE & MANUFACTURING INC,65,4104829.59,1359485.82
TEAM ESCALATE LLC,1,4104638.94,4104638.94
A.L. PHILPOTT MANUFACTURING EXTENSION PARTNERSHIP,9,4098805.27,1503732.0
ACROTECH BIOPHARMA INC.,3,4095420.74,2347351.74
"BUSINESS TECHNOLOGY CAREER OPPORTUNITIES, INC.",18,4094081.38,2500000.0
TUSCANY CHEESE LLC,6,4084327.81,2296266.0
"ECHELON PARTNERS, LLC",6,4080662.6700000004,1263393.62
"LAKESIDE HEALTH & REHAB CENTER, LLC",4,4080079.45,1215900.0
"BLUE CHIP MANUFACTURING & SALES, INC.",12,4071477.3600000003,2016001.6
"BOTONE INDUSTRIES, LLC",8,4051339.05,3700142.76
"PREMIER FEDERAL, INC.",9,4043079.11,1480475.64
DEERFIELD CORPORATION,29,4030734.0,1238741.0
"DELTA DECISIONS OF DC, LLC",27,4027973.12,1176386.0
SRS INFORMATION SERVICES,4,4021429.3,3812460.0
"TISSUE GENESIS, INC",20,4018930.54,2100000.0
"CASTOR, LLC",12,4011220.3,1635835.0
DE WALKER ZAPATA LLC,3,3999991.75,3999991.75
"DOGWOOD INDUSTRIES, LLC",6,3995946.0,2999316.0
QUANTUM-DYNAMICS CO.,16,3981375.0,1000000.0
DECISION INFORMATION RESOURCES  INC.,8,3971045.14,1267655.47
"GLOBAL SOURCE ONE INT, INC.",1,3962247.0,3962247.0
"MESA QUANTUM SYSTEMS, INC.",5,3940391.29,2040549.0
"TATRA TEAM PLACEMENT HEALTHCARE SERVICES JV, LLC",3,3938208.0,1918512.0
VANAIR MANUFACTURING INC,17,3927852.1100000003,1767637.0
BOWHEAD TURNKEY MANUFACTURING LLC,5,3921009.92,1855504.63
SOUTHLAND INTERNATIONAL TRUCKS INC,7,3918845.1,3061839.0
"APOLLO INDUSTRIES, LLC",23,3884472.8600000003,2814596.37
"FRIEDMANS PREMIER SYSTEM, INC",4,3881000.0,1598000.0
"ADVANCED CERAMICS MANUFACTURING, LLC",17,3880247.2800000003,1799999.0
"BLACK DIAMOND DESIGNS, INC.",9,3878191.59,2231670.65
"SKYLINE (PA) LEASING CO., LLC",7,3872512.04,1249439.33
SYSTRON DONNER INERTIAL  INC.,22,3859507.0,1196000.0
C&A - CORNERSTONE JV,2,3853433.0,3853433.0
"MAVOLIC MCQ ONE JOINT VENTURE, LLC",3,3852096.26,3829714.26
"NEW FRONTIER AEROSPACE, INC.",6,3849772.54,2999895.54
PLATT ROGERS COMPANY,22,3849501.7800000003,2631000.0
SWITCHBOX INC,15,3842975.12,1098786.25
PRECISION IMPACTS LLC,17,3837184.31,1712127.0
MINDRUM PRECISION INC.,20,3832000.0,1327000.0
LONE STAR RELOCATION SERVICES LTD,8,3814247.1,1346924.49
"ABLE BUSINESS TECHNOLOGIES, INC.",14,3807367.49,1059672.0
ENVOY DATA CORPORATION,13,3798512.35,1102500.0
"AUTONOMOUS CYBER, INC.",7,3797204.2,1998664.2
ONVECTOR LLC,12,3794664.0,1249980.0
"AMERICAN PACIFIC PLASTIC FABRICATORS, INC.",7,3779754.09,2970000.0
APOLLO SUNGUARD SYSTEMS INC,7,3775111.23,1080501.16
"CONTACT CONTROL INTERFACES, LLC",8,3768168.0,1499985.0
UNIVERSAL PROPULSION COMPANY  INC.,24,3767601.7,2162293.0
TURBINEONE INC,3,3760000.0,2480000.0
BILLIE ODELL STONE,19,3757181.5300000003,1030656.0
ALTRAZEAL LIFE SCIENCES INC,13,3755967.92,1300000.0
EXITCERTIFIED CORP,7,3755757.97,1960278.12
SATELLITE TRACKING OF PEOPLE LLC,9,3750820.2199999997,1652019.0
"BABYLON TELECOMMUNICATIONS, INC.",23,3737853.6,1222703.6
AUSTRALIAN EXECUTOR TRUSTEES LIMITED,8,3735744.9899999998,2760718.0
HILL & SMITH HOLDINGS PLC,4,3733691.0,2984351.0
INCEPTIONEDGE INC,3,3730434.84,1799614.96
QUANTUM SEMICONDUCTOR LLC,12,3719644.0,1484822.0
"VOTAW PRECISION TECHNOLOGIES, LLC",7,3715623.72,3648693.0
PHASE ONE UNITED STATES INC,2,3713137.0,3713137.0
FUSION MASTECH INCORPORATED,5,3710487.74,2445610.0
"QUANTUM LEAP INNOVATIONS, INC.",16,3709187.27,2987891.0
AMCON DEVELOPMENT GROUP LLC,7,3701840.0,1695000.0
INTERSTATE RENEWABLE ENERGY COUNCIL INC,10,3699617.5,1892045.0
Q2 REMEDIATION SERVICES JOINT VENTURE,46,3687137.59,3233265.06
"PIONEER VOCATIONAL/INDUSTRIAL SERVICES, INC.",6,3682463.7,1135750.0
ANATA INC,2,3678300.0,3678300.0
"CARLSON HOLDINGS, INC.",68,3675132.6900000004,1771612.5
TAMPA YACHT MANUFACTURING LLC,10,3671049.2,1586772.8
"JUNGWOO PRECISION & INDUSTRY CO., LTD.",3,3666344.3499999996,3595819.09
"ARLINGTON CAPITAL PARTNERS IV, L.P.",12,3659697.8600000003,1996831.54
"INTELLIGENT MANUFACTURING SOLUTIONS, LLC",7,3653427.34,1387656.96
"TREBLE ONE, LLC",11,3653084.0,1683262.0
CTS CEMENT MANUFACTURING CORPORATION,10,3624860.0,1799451.0
SIGNATURE SOLUTIONS INC,20,3624836.33,1099938.07
HASKONINGDHV MOCAMBIQUE  LIMIT ADA,2,3623542.0,3123743.0
GZONE GENERAL TRADING & CONTRACTING COMPANY,3,3611763.0,3611763.0
GRAHAM-CALLIS MECHANICAL CONTRACTING,4,3609811.62,3588986.1
PARKER HOME SYSTEMS LLC,48,3602113.73,1587723.0
"ONE LAMBDA, INC.",5,3599999.92,1600000.0
"CORNERSTONE CONCILIUM, INC",6,3594738.79,1165872.04
TETRA TECH-BLACK & VEATCH JV,8,3592643.18,2947215.0
SIGNATURE FLIGHT SUPPORT CORP,1,3586648.23,3586648.23
THE DEPOSITORY TRUST & CLEARING CORPORATION,7,3583264.21,1894753.0
"ONE STEP AHEAD ENT., LLC",25,3581816.16,1029445.75
L-1 IDENTITY SOLUTIONS OPERATING COMPANY,3,3564000.0,3564000.0
INTELLIGENT EPITAXY TECHNOLOGY INC,14,3562500.0,1000000.0
"CAIRONE & KAUPP, INC.",39,3559742.8200000003,1055073.0
CEVA AIR & OCEAN USA INC,8,3550890.0,2000000.0
"CENTURION INVESTMENTS, INC.",4,3519377.0,1419408.0
ONES WTE JV,5,3516018.3899999997,1606410.69
"LIMESTONE DEVELOPMENT, LLC",17,3503707.96,2630000.0
"EPIBONE, INC.",7,3499513.26,1249964.0
ENERGYSOLUTIONS GOVERNMENT GROUP  INC.,14,3491377.95,1295735.53
"ORIENT INTEGRATED DEVELOPMENT CONSULTANTS, INC.",9,3480806.76,1500000.0
CHANGE HEALTHCARE TECHNOLOGIES  LLC,12,3480090.31,1283022.32
"SONELITE, INC.",8,3470066.0,1238120.0
"LAKESIDE TITLE AND ESCROW AGENCY, INC.",19,3452810.87,2606277.0
"BEDROCK SYSTEMS, INC.",6,3448176.0,1422994.5
"INGENESIS ARORA PROFESSIONALS, LLC",18,3431032.09,1881434.0
"NIELSEN BAUMERT ENGINEERING, INC",17,3426552.9899999998,1222357.25
"BEAT-FRONTIER JV, LLC",1,3420629.66,3420629.66
AVITA MEDICAL AMERICAS  LLC,16,3415414.0999999996,12000000.0
MERLIN POWER SYSTEMS LLC,8,3415137.09,2095875.0
"CENTERSTONE OF AMERICA, INC.",13,3414874.6,1343200.0
INTERNATIONAL FILTER MANUFACTURING CORP,19,3413206.52,1168130.02
"TETRA TECH/PASCAL & LUDWIG, A JOINT VENTURE",19,3406420.0,1204518.0
ADVANCED MANUFACTURING TECHNOLOGY INC,12,3405370.35,2032774.48
SIMPLY NUC INC.,3,3403751.68,1553328.0
IMMOBILEYES INC,7,3399995.0,1799995.0
COMPASSDATA INC,5,3385899.92,3331122.11
MICRO FOCUS (US)  INC.,4,3384744.62,2424744.62
"GREYSTONE, INC.",2,3384441.21,3384441.21
"Q2 REMEDIATION SERVICES, L.L.C.",6,3381399.04,3146414.29
AFFIGENT  LLC,3,3381330.48,3381330.48
SANTA FE MANUFACTURING CORP,8,3375264.0,1126700.0
TIDEWATER COMMUNITY COLLEGE,7,3374179.8499999996,1467022.76
SOUNDVIEW PAPER COMPANY LLC,2,3369160.8899999997,1754916.9
"INTELLIGENT SYSTEMS RESEARCH, INC.",24,3365671.31,1000000.0
"PRECISION CRANE & HOIST SERVICES, INC.",16,3356497.6399999997,1461000.0
"BROADVIEW WASTE SOLUTIONS, INC.",7,3356305.25,1105400.0
LEATHERWOOD MANUFACTURING INC,16,3351290.63,1120422.4
STANLEY CONSULTANTS CO,9,3351087.02,1661560.96
BODHI-TIDEWATER JV,3,3348788.1100000003,1696080.0
"REALMONE, INC.",8,3330456.95,1499856.96
KNOLOGY OF HUNTSVILLE INC,47,3326003.69,1221049.0
"PREMIER DESIGN BUILDERS, INC.",18,3321438.0,1176700.0
"ERGOSAFE PRODUCTS, LLC",19,3316421.1799999997,1688665.66
PREMIER POWER MAINTENANCE LLC,29,3314371.87,1557104.23
WTIA WORKFORCE INSTITUTE,7,3314050.0,1861375.0
"ONE WORKPLACE L. FERRARI, LLC",9,3300088.3200000003,1044440.78
VANTIVE US HEALTHCARE LLC,13,3294272.0,1543570.77
"EPIRUS, INC",13,3281288.71,1901880.0
SMH2 MANUFACTURING LLC,4,3278069.0,1656525.0
AMERICAN MERGERS & MANUFACTURING INTERNATIONAL LLC,24,3277119.52,1746273.0
RVISION  INC.,7,3262003.4699999997,2495904.01
GBI CINCINNATI INC,4,3258657.0,3199540.0
"INTELLIGENT PAYLOAD SOLUTIONS, INC.",9,3250499.13,1249884.0
SCHEMATA INC.,3,3249772.48,1999803.48
MATTHEWS MANUFACTURING INC.,23,3245731.44,1211951.0
"SUNBERRY LIMITED MANUFACTURING, LLC",18,3239439.64,3281926.98
LANCASTER FARM FRESH COOPERATIVE,4,3233604.0,1365000.0
"FRONTIER WEST, LLC",5,3222807.7,3306616.0
EMF ENGINEERED COMPONENTS LLC,19,3205269.12,1435396.0
EMPOWER EQUITY INC,6,3202738.0,2000000.0
POST QUANTUM LABS LLC,3,3198847.26,1799042.0
"PREMIER RETICLES, LTD.",4,3192333.9,2910782.0
INCA/GANNETT FLEMING J.V.,16,3169865.5300000003,1498494.0
"AWAREABILITY TECHNOLOGIES, LLC",13,3168412.92,1094004.0
EUROCIL HOLDING B.V.,2,3168250.06,2138400.0
DECISION SCIENCES INTERNATIONAL CORPORATION,11,3166910.0,1311683.27
MOHAWK VALLEY UTILITY CONSTRUCTION CORP.,9,3165432.54,1795700.0
SCHMIDT SPEDITION GMBH,9,3162728.23,1010000.0
"F.H. PASCHEN, S.N. NIELSEN & ASSOCIATES LLC",48,3146794.08,1323000.0
EMCORE CHICAGO INERTIAL CORPORATION,16,3143514.5300000003,1421137.0
NEW HAMPSHIRE BALL BEARINGS INC,8,3141530.38,1049002.0
D JONES LTD,8,3136526.59,1261433.7
"HAWAIIAN DREDGING CONSTRUCTION COMPANY, INC",5,3135533.99,3200742.85
CASCADES TECHNOLOGIES  INC.,11,3135056.98,2365362.0
SILICONE RUBBER RIGHT PRODUCTS LLC,19,3127359.02,1211628.23
SOUTHSIDE ELECTRIC COOPERATIVE,14,3127050.59,1957267.26
"MARYLAND DEVELOPMENT CENTER, LLC",11,3124992.0,1098266.0
"DELAWARE CORNERSTONE BUILDERS, INC.",18,3122909.39,1135000.0
NERONE & SONS INC,11,3122091.07,2273072.0
PIONEER TECHNICAL SERVICES INC,10,3121568.16,1973817.0
QUANTUM MARINE ENGINEERING  INC.,3,3121255.48,3099747.48
BUSTANONE BAGHDAD COMPANY,6,3118547.15,2288120.0
"SUMMIT SALES & MARKETING, INC.",10,3115665.88,1560645.58
"NETORIAN GLOBAL, LLC",8,3093011.3,1300000.0
"HAROLD MACQUINN, INCORPORATED",12,3090790.37,2847450.0
"PARAGON PARTNERS CONSULTANTS, INC.",16,3081425.9299999997,1096518.08
CAROLINA HUBZONE INC,47,3072212.43,2186867.0
KEYSTONE ENGINEERING COMPANY INC,26,3071939.94,2700000.0
HONEST ELEVATOR LLC,30,3070198.95,1705415.34
PRICE WATERHOUSE COOPERS - RAMALLA,8,3065793.25,1200000.0
RT ROGERS OIL CO INC,7,3059350.25,1491321.25
CIVITAS GROUP LLC,9,3056626.21,2300962.9
ATLANTIC QUANTUM CORP,4,3048966.0,1799976.0
"PHONE JACKS UNLIMITED, INC.",2,3047834.0,1966334.0
HUDSON HIGHLANDS CORPORATION,14,3039124.25,1037000.0
"PIPESTONE EQUIPMENT, LLC",16,3021397.94,1052825.83
VIKING MARINE CONSTRUCTION LLC,4,3012240.5,1637863.0
JOHNSON CONTROLS TAMA KENSETSU JV,21,3006121.29,1416949.03
UNIVERSAL MOTORS AGENCIES,3,3002680.0,1889160.0
SUN CAMPER LIQUIDATORS LIMITED LIABILITY COMPANY,4,3000918.34,1876314.34
"EPIC CONSULTANTS, INC.",12,2999957.52,1403493.34
"UNIVERSAL ENGINEERING CONSULTING SERVICES, LLC",3,2997209.0,2997209.0
BLUE RIDGE ENVISIONEERING  INC.,13,2992411.89,1100000.0
"PRECISION NUMERICAL TECHNOLOGIES, INC.",11,2989493.73,2025503.31
HAFNIA PTE. LTD.,7,2977528.79,1118312.0
PRAXI DATA INC,4,2977525.96,1249353.0
"DENALI CENTER, LLC",4,2966174.13,1580537.27
"BRILL WORLDWIDE INVESTMENTS, INC.",1,2963779.86,2963779.86
"BARNES REAL ESTATE GROUP, THE",12,2952809.61,2296356.61
ABUNDANT SOLAR POWER INC,1,2950000.0,2950000.0
ECHELON ORBITAL INC.,4,2936486.92,1694986.92
HISTOGENETICS LLC,4,2934949.96,1749999.96
"VARIABLECONSTANT, LLC",5,2931000.0,2931000.0
DENALI DRILLING INC,3,2930031.0,2396751.0
OPERATIONS SUPPORT TECHNOLOGIES INC,17,2924062.05,2471494.0
DRONE GO HOME  LLC,3,2922619.96,1794999.96
PICKERING INTERFACES LTD,3,2910959.0,2038878.0
VIKING METAL CABINET COMPANY,4,2908332.7399999998,2571113.69
COLBERT MANUFACTURING COMPANY  INC.,5,2908091.96,1048463.2
KINRO MANUFACTURING LLC,11,2905302.54,1377218.06
AZURE SUMMIT TECHNOLOGY  INC.,20,2902170.26,1615524.0
"CARE ONE EMS, L.L.C.",11,2901687.0300000003,1092648.0
RAYTUM PHOTONICS LLC,4,2899674.51,1799914.51
D & DDESIGN & MANUFACTURING INC,4,2889058.8899999997,2149446.09
"COSMOSID, INC",10,2888412.7,1099829.44
"SIGNATURE FLIGHT SUPPORT, LLC",1,2876308.79,2876308.79
"STANDARDAERO BUSINESS AVIATION SERVICES, LLC",6,2870064.12,1296468.7
PRECISION REMOTES LLC,8,2860761.0,1030848.0
PENNRAM DIVERSIFIED MANUFACTURING CORP,29,2857918.9,1134629.0
AIRCRAFT ACCESSORIES AND COMPONENTS CO. LTD.,2,2827852.35,2827852.35
COOPER SALES LLC,3,2822315.87,1105931.9
"HAUPTMAN WOODWARD MEDICAL RESEARCH INSTITUTE, INC",2,2809690.0,2810640.0
"VECTOR DEFENSE, INC",5,2809109.0,1721827.52
YELLOW BRIDGE LLC,17,2803932.55,1793470.4
GLOBAL PRECISION GROUP LLC,18,2772333.27,1519906.64
ALCOA/REYNOLDS METALS COMPANY,1,2770058.14,2770058.14
STONE CANYON INDUSTRIES HOLDINGS LLC,15,2766441.29,1199930.0
"CORVUS, LLC",3,2758268.63,2150864.63
"H-S PRECISION, INC",8,2755285.0,1533860.0
CHEROKEE EARTHWORKS LLC,2,2752522.21,2873175.0
TIME MANUFACTURING COMPANY,7,2746883.25,1121249.35
BASTIAN MANUFACTURING LLC,9,2746076.0,1124550.0
"TYONEK SERVICES GROUP, INC.",1,2745000.0,2745000.0
"SUNSTONE TECHNICAL GROUP, LLC",5,2740426.65,1175990.14
AECOM GARVER FTW MILCON JV,2,2732312.97,2732312.97
PERFECT PRESENTATION FOR COMM ERCIAL SERVICE,3,2722197.34,2840597.34
MARYLAND INTEGRATED SYSTEMS INC,8,2720498.5,1499964.0
EAGLE/MERIDIAN JV LLC,2,2714896.23,2714896.23
ZERO-ONE YK,3,2712199.16,1400980.07
CASCADE-NNAC JV LLC,6,2701285.4699999997,1144481.0
INFINITY PRECISION INC,8,2694797.36,1343336.81
"SOUTHERN FLUID SYSTEMS, INC.",12,2688135.0,1685650.0
ROSEMONT OF STONE MOUNTAIN,5,2672518.56,1070811.53
PRICEWATERHOUSECOOPERS PRIVATE LIMITED,10,2659874.46,2818000.0
IN THE ZONE COMMUNICATIONS COMPANY INC,15,2656245.0,1200000.0
BARBER AND MANN INC,8,2648641.1,1047624.0
KREISLER MANUFACTURING CORP,5,2648250.0,1115080.0
COOPER CONSULTING SERVICE,9,2646237.6,1000000.0
MALATH COOPERATIVE INSURANCE CO.,3,2634862.94,1343116.01
"ROUNDSTONE NATIVE SEED, LLC",1,2632794.5,2632794.5
BURGAN ONE GENERAL TRADING AND CONTRACTING,3,2622500.0,1465000.0
"MERLIN SIMULATION, INC.",5,2619000.0,2619000.0
ARISTAN PROJECT MANAGEMENT GROUP LLP,6,2616874.89,2885253.0
ADVANTEC MANUFACTURING USA  INC.,5,2615129.63,1066509.55
ONE PHOENIX SOLUTIONS LLC,3,2596303.0,2596303.0
AVRAM CORP INC,23,2596163.6,1374291.08
"VECTOR COMPOSITES, INCORPORATED",8,2589245.0,1500000.0
EMCO FLUID SYSTEMS INC,5,2589030.0,2190510.0
"FRONTLINE DEFENSE SYSTEMS, LLC",5,2586456.4,1921009.2
"KEYSTONE GC, LLC",14,2577382.6500000004,1335802.57
KEYSTONE INNOVATIVE SOLUTIONS LLC,12,2570615.29,1878639.23
"CORNERSTONE COMMODITIES, LLC",2,2570047.2,1855929.6
"POLYCHARGE AMERICA, INC",7,2567441.0,1729000.0
"BETH ISRAEL LAHEY HEALTH, INC.",10,2563192.7800000003,2000000.0
"TEIXEIRADUARTE ENGENHARIA E CONSTRU??ES MO?AMBIQUE, LIMITADA",2,2527963.11,2527963.11
"MAYBELL QUANTUM INDUSTRIES, INC.",5,2527882.0,1497695.0
"SPECIALTIES MANUFACTURING COMPANY, INC.",19,2522755.0,1045624.0
AK MANUFACTURING INC,6,2519000.0,1379450.0
CHEROKEE ENERGY MANAGEMENT & CONSTRUCTION INC,11,2517454.62,1566847.13
VIAVI SOLUTIONSLLC,10,2516515.77,1380801.18
UNIVERSAL SECURITY GUARD ASSOCIATION INC,18,2506129.48,1564253.73
LODESTONE BIOMEDICAL INC.,5,2505000.0,2050000.0
"KCR MANUFACTURING, LLC",8,2502950.0,1150000.0
"PERFECTA MEDIA, LLC",5,2502389.62,1263500.0
PISTEVO DECISION LLC,7,2500297.0,2047174.0
FCB,4,2500000.0,2500000.0
ICARUS QUANTUM INC,4,2500000.0,1250000.0
"ONENAV, INC",2,2499991.0,1249996.0
TESSERACT VENTURES LLC,5,2499799.0,1249986.0
ALLUVIONIC INC.,5,2499010.8,1000000.0
GOLDSTONE PARTNERS LLC,1,2498261.38,2498261.38
MANUFACTURING SCIENCES CORPORATION,3,2495069.0,2495069.0
DAISY MANUFACTURING COMPANY,4,2483501.1,1763334.2
QUANTUM HEALTHCARE MEDICAL ASSOCIATES INC,2,2482228.0,1418416.0
"MOSAIC ARCHITECTURE, PC",15,2473030.75,1007648.59
"EXCELERATE GAS MARKETING, LIMITED PARTNERSHIP",1,2466200.0,2466200.0
QYLUR INTELLIGENT SYSTEMS INC,7,2454832.0,1249629.0
SAGE BIONETWORKS,3,2450090.0,1229532.0
"CRYPTIC VECTOR, LLC",4,2450019.4699999997,1153625.78
"ALTEGRITY, INC.",13,2448808.79,1479494.0
"UNIVERSITY OF MARYLAND RADIATION ONCOLOGY ASSOCIATES, P.A.",5,2448167.25,1180902.94
"GENERAL CONVEYOR, INC.",2,2439615.0,2439615.0
"C.P.I. INTERNATIONAL, INC.",16,2433784.29,1923230.0
"LIVEWIRE ELECTRICAL SYSTEMS, INC",7,2430541.56,2290555.0
GREGORY JONES & ASSOCIATES LLC,6,2422063.0,1771927.0
"AVONEAUX MEDICAL INSTITUTE, LLC",3,2398448.0,1999386.0
"BRYANT FUEL TECHNOLOGIES, INC.",5,2392097.71,2314075.95
"DESIGN FOR CONTEXT, LLC",18,2389750.0,1100340.0
"RACKSPACE GOVERNMENT SOLUTIONS, INC",8,2387233.0700000003,1274835.0
"CES CONSULTANTS, INC.",17,2387227.41,1066456.72
"ENVOY OF FOREST HILLS, LLC",3,2385054.55,1055985.55
JONES DEANNE,5,2379999.7,1373740.2
"PYRAMID TECHNICAL CONSULTANTS, INC",2,2378808.0,1980915.0
RUSH-LINK ONE JOINT VENTURE,16,2377161.0,1326000.0
"EMPOWER INTERACTIVE, INC.",1,2375000.0,2375000.0
"BROOKLYN IRON WORKS, INC.",12,2363173.0,2277740.0
"ARDO SCHMIDT CONSTRUCTION, INC",28,2363049.84,1055493.5
"YELLOWKNIFE BUILDING SYSTEMS, INC.",10,2359562.6,1499569.0
"TYONEK CONTRACTOR SERVICES, LLC",15,2355608.74,1514967.56
ALBIREO TECHNOLOGIES LLC,8,2349993.0,1499994.0
ARCONIC DEFENSE INC.,1,2339614.05,2339614.05
UNIVERSAL TRADING & ENGINEERING CORPORATION,3,2333731.6900000004,2353149.2
"CONCERT TECHNOLOGIES, INC.",9,2324837.84,11635311.77
BARTON ROGERS GROUP LLC,8,2319182.0,1972450.0
"PRECISION PRODUCTS, INC.",3,2313925.59,1104469.98
CITY OF ULEN MUNICIPAL LIQUOR STORE AND VIKING MANOR,3,2308289.96,1105589.0
SIERRA WIRELESS AMERICA  INC,5,2288143.63,1905843.6
"SHEE ATIKA, INCORPORATED",22,2272177.3899999997,1600000.0
GENOMEDX BIOSCIENCES CORP.,8,2269542.2,1458265.5
SULLIVAN JARREAU LIMITED LIABILITY COMPANY,7,2269508.39,1356234.77
LONE STAR AEROSPACE INC,8,2266028.0,1009975.0
"K & A MANUFACTURING, INC",5,2255072.14,1946997.37
QUALITY SYSTEMS INSTALLERS LLC,5,2250849.0,1588000.0
ABC BC SCHMIDT JV,1,2250196.36,2250196.36
"GUARDIAN PHARMACY OF TENNESSEE ONE, LLC",1,2250000.0,2250000.0
"FULTON IRON AND MANUFACTURING, L.L.C",2,2248202.0,2037574.0
TECHNEXT INC.,4,2248047.0,1498068.0
SIGNATURE STRUCTURES LLC,4,2246783.0,1257913.0
PREMIER ELECTRIC LLC,10,2236043.23,1136775.0
MODERN CRANE SERVICE INC,9,2230688.07,1700500.0
"ELECTROMEDICAL PRODUCTS INTERNATIONAL, INC.",3,2221110.0,1403784.0
NORTHROP GRUMMAN COMMERCIAL INFORMATION SERVICES INC.,4,2221061.59,1612133.34
PARADIGM PRECISION HOLDINGS  LLC,6,2218735.6799999997,1534050.0
ARTI / BIONETICS LLC JOINT VENTURE 3,1,2213089.95,2213089.95
SPERIAN PROTECTION EUROPE,1,2210000.0,2210000.0
"COMPUTER FRONTIERS, INC.",5,2193988.0,1302931.0
REYNOLDS WELDING & FABRICATION LLC,6,2191375.44,1110795.71
"SUMMIT FEDERAL, LLC",2,2181766.4,1535704.0
CARDIFF USA LLC,9,2177503.72,1270953.6
"T1 DEVELOPMENT, LLC",6,2177142.0,1443180.0
FARM NUTRIENTS LLC,2,2171939.0,2114939.0
"XONE TECHNOLOGY, INC.",9,2169000.0,1345000.0
STONEWIN DMCC,8,2160211.9299999997,1298348.21
STOLT-NIELSEN SA,3,2157120.0,2157120.0
MAGNUM PRECISION MACHINES INC,8,2150354.7,1275911.0
SIGNATURE FLIGHT SUPPORT LLC,1,2149946.4,2149946.4
"COON CAULKING & SEALANTS, INC.",7,2149059.9,1826500.0
NAKU CONSTRUCCIONES S.R.L.,10,2147788.29,1860323.0
"8(A) COGSTONE-BERGER JV, A JOINT VENTURE",5,2142346.68,1500000.0
CAVALRY ONE LLC,2,2138022.0,1278774.0
ROGERS ENGINEERING & MANUFACTURING CO INC,15,2135737.0,1375641.0
"AMPLITUDE LASER, INC.",2,2127000.0,2127000.0
"ECHELON FRONT, LLC",4,2125425.0,1010400.0
"BARNES SUPPLY CO, INC",6,2122203.76,2823550.0
"BLUE STONE CONSTRUCTION, INC",10,2120567.24,4630446.0
R. C. TWAY COMPANY,8,2120206.8,1116850.3
DECISION ANALYSIS PARTNERS LLC,9,2115978.53,1715560.96
ARCHETONE LTD,11,2114156.5500000003,1107998.0
"ZAP ELECTRICAL SERVICES,INC",17,2113752.49,1092727.0
THE RENCO GROUP INC,2,2111438.22,2111438.22
UNIVERSAL NAVIGATION PTE LTD,4,2106142.23,2000000.0
ULTRA ELECTRONICS AVALON SYSTEMS PTY LIMITED,3,2097671.75,2091532.5
MEDICORTEX FINLAND OYJ,6,2093995.0,2093995.0
"SCIQUEST PARENT, LLC",2,2076677.44,1038338.72
ABDULATIF ALI ALISSA EST,1,2075866.67,2075866.67
"LINDSAY CONSTRUCTION GROUP, LLC",2,2074371.28,2033000.0
"ONE SOURCE ROOFING, INC",4,2067418.0,2042950.0
"QUANTUM INTERFACE, LLC",4,2062200.0,1150000.0
AMERICAN STRESS TECHNOLOGIES  INC.,4,2047456.0,2047456.0
"SOLSTICE ADVANCED MATERIALS US, INC.",6,2045004.66,2045004.66
"AERO-ONE AVIATION, LLC",1,2043548.51,2043548.51
STROBE DATA INC,5,2038988.0,1025950.0
"REDWIRE SPACE SENSORS, INC.",6,2011570.46,1641250.0
