cik,n_ciks,adsh,file_name,file_date,form,root_form,file_type,file_description,period_ending,display_name,sic,doc_ok
818479,1,0000818479-20-000006,xray-20191231.htm,2020-03-02,10-K,10-K,10-K,10-K,2019-12-31,DENTSPLY SIRONA Inc.  (XRAY)  (CIK 0000818479),3843.0,True
1404804,1,0001445866-20-000452,omtk_10k.htm,2020-04-23,10-K,10-K,10-K,10-K,2019-12-31,Omnitek Engineering Corp  (OMTK)  (CIK 0001404804),3714.0,True
1646576,1,0001493152-20-018592,form10k.htm,2020-09-30,10-K,10-K,10-K,,2020-06-30,Rito Group Corp.  (CIK 0001646576),5960.0,True
1047122,1,0001047122-20-000009,rtn-12312019x10k.htm,2020-02-12,10-K,10-K,10-K,FORM 10-K,2019-12-31,RAYTHEON CO/  (CIK 0001047122),3812.0,True
844965,1,0000844965-20-000002,tti2019123110k.htm,2020-03-16,10-K,10-K,10-K,10-K,2019-12-31,TETRA TECHNOLOGIES INC  (TTI)  (CIK 0000844965),1311.0,True
1414767,1,0001721868-20-000344,f2svstr10k080720.htm,2020-08-11,10-K,10-K,10-K,,2020-04-30,"ValueSetters Inc.  (NCPL, NCPLW)  (CIK 0001414767)",7900.0,True
78890,1,0000078890-20-000010,bco1231201910-k.htm,2020-02-28,10-K,10-K,10-K,10-K,2019-12-31,BRINKS CO  (BCO)  (CIK 0000078890),4731.0,True
1127993,1,0001091818-20-000204,gaxy09252020form10k.htm,2020-09-28,10-K,10-K,10-K,"YEAR END REPORT - JUNE 30, 2020",2020-06-30,"GALAXY NEXT GENERATION, INC.  (GAXYQ)  (CIK 0001127993)",7830.0,True
1604028,1,0001564590-20-027846,wms-10k_20200331.htm,2020-06-01,10-K,10-K,10-K,10-K,2020-03-31,"ADVANCED DRAINAGE SYSTEMS, INC.  (WMS)  (CIK 0001604028)",3086.0,True
1601712,1,0001601712-20-000038,synchrony1231201910k.htm,2020-02-13,10-K,10-K,10-K,10-K,2019-12-31,"Synchrony Financial  (SYF, SYF-PA, SYF-PB)  (CIK 0001601712)",6199.0,True
3116,1,0001628280-20-002314,akorn10k12312019.htm,2020-02-26,10-K,10-K,10-K,10-K,2019-12-31,AKORN INC  (CIK 0000003116),2834.0,True
1537054,1,0001193125-20-072797,d857662d10k.htm,2020-03-13,10-K,10-K,10-K,10-K,2019-12-31,Gogo Inc.  (GOGO)  (CIK 0001537054),4899.0,True
1158172,1,0001158172-20-000021,scor2019q410-k.htm,2020-02-28,10-K,10-K,10-K,10-K,2019-12-31,"COMSCORE, INC.  (SCOR)  (CIK 0001158172)",7389.0,True
1514705,1,0001514705-20-000003,sxc-2019123110xk.htm,2020-02-20,10-K,10-K,10-K,10-K,2019-12-31,"SunCoke Energy, Inc.  (SXC)  (CIK 0001514705)",3312.0,True
1304741,1,0001663577-20-000425,cngt_10k.htm,2020-11-17,10-K,10-K,10-K,,2020-07-31,Cannagistics Inc.  (CIK 0001304741),1000.0,True
1078271,1,0001564590-20-042032,extr-10k_20200630.htm,2020-08-31,10-K,10-K,10-K,10-K,2020-06-30,EXTREME NETWORKS INC  (EXTR)  (CIK 0001078271),3576.0,True
64803,1,0000064803-20-000007,a2019form10-k.htm,2020-02-18,10-K,10-K,10-K,10-K,2019-12-31,CVS HEALTH Corp  (CVS)  (CIK 0000064803),5912.0,True
1288403,1,0001437749-20-004434,wti20191231b_10k.htm,2020-03-05,10-K,10-K,10-K,FORM 10-K,2019-12-31,W&T OFFSHORE INC  (WTI)  (CIK 0001288403),1311.0,True
1309082,1,0001580695-20-000260,cei-10k_033120.htm,2020-06-29,10-K,10-K,10-K,ANNUAL REPORT,2020-03-31,"CAMBER ENERGY, INC.  (CEIN)  (CIK 0001309082)",1311.0,True
1028954,1,0001558370-20-002330,sbbx-20191231x10k.htm,2020-03-10,10-K,10-K,10-K,10-K,2019-12-31,SB ONE BANCORP  (CIK 0001028954),6022.0,True
38264,1,0001683168-20-004344,forward_10k-093020.htm,2020-12-17,10-K,10-K,10-K,ANNUAL REPORT,2020-09-30,"Forward Industries, Inc.  (FORD)  (CIK 0000038264)",3089.0,True
1057877,2,0001057877-20-000040,ida12311910k.htm,2020-02-20,10-K,10-K,10-K,10-K,2019-12-31,IDACORP INC  (IDA)  (CIK 0001057877),4911.0,True
880117,1,0001193125-20-224715,d930015d10k.htm,2020-08-19,10-K,10-K,10-K,10-K,2020-06-25,SANFILIPPO JOHN B & SON INC  (JBSS)  (CIK 0000880117),2060.0,True
1741489,1,0001520138-20-000133,evlg-20191231_10k.htm,2020-04-03,10-K,10-K,10-K,10-K,2019-12-31,"Elvictor Group, Inc.  (ELVG)  (CIK 0001741489)",8742.0,True
1116942,1,0001564590-20-006477,ttmi-10k_20191230.htm,2020-02-26,10-K,10-K,10-K,10-K,2019-12-30,TTM TECHNOLOGIES INC  (TTMI)  (CIK 0001116942),3672.0,True
1739104,1,0001739104-20-000005,elan-20191231.htm,2020-02-28,10-K,10-K,10-K,10-K,2019-12-31,Elanco Animal Health Inc  (ELAN)  (CIK 0001739104),2834.0,True
1386301,1,0001104659-20-108295,tm2024742d1_10k.htm,2020-09-24,10-K,10-K,10-K,FORM 10-K,2020-06-30,"Research Solutions, Inc.  (RSSS)  (CIK 0001386301)",7389.0,True
724004,1,0001437749-20-012142,mlab20200331b_10k.htm,2020-06-01,10-K,10-K,10-K,FORM 10-K,2020-03-31,MESA LABORATORIES INC /CO  (MLAB)  (CIK 0000724004),3823.0,True
808362,1,0000808362-20-000003,bhgellcfiscalyear2019f.htm,2020-02-13,10-K,10-K,10-K,10-K,2019-12-31,BAKER HUGHES a GE Co LLC  (CIK 0000808362),3533.0,True
1401708,1,0001401708-20-000039,nstg-123119x10k.htm,2020-03-02,10-K,10-K,10-K,10-K,2019-12-31,NanoString Technologies Inc  (CIK 0001401708),2836.0,True
1095651,1,0001095651-20-000012,star-12312019x10k.htm,2020-02-24,10-K,10-K,10-K,10-K,2019-12-31,ISTAR INC.  (SAFE)  (CIK 0001095651),6798.0,True
1737927,1,0001564590-20-027897,cgc-10k_20200331.htm,2020-06-01,10-K,10-K,10-K,10-K,2020-03-31,Canopy Growth Corp  (CGC)  (CIK 0001737927),2833.0,True
1333822,1,0001564590-20-054257,leds-10k_20200831.htm,2020-11-17,10-K,10-K,10-K,10-K,2020-08-31,SemiLEDs Corp  (LEDS)  (CIK 0001333822),3674.0,True
1461119,1,0001564590-20-010121,crhm-10k_20191231.htm,2020-03-11,10-K,10-K,10-K,10-K,2019-12-31,CRH Medical Corp  (CIK 0001461119),8000.0,True
312257,1,0001185185-20-000646,innovfood20191231_10k.htm,2020-05-14,10-K,10-K,10-K,FORM 10-K,2019-12-31,INNOVATIVE FOOD HOLDINGS INC  (IVFH)  (CIK 0000312257),5141.0,True
1338065,1,0001338065-20-000008,dpm-20191231.htm,2020-02-21,10-K,10-K,10-K,10-K,2019-12-31,"DCP Midstream, LP  (CIK 0001338065)",4922.0,True
1001171,1,0001047469-20-001882,a2241163z10-k.htm,2020-03-27,10-K,10-K,10-K,10-K,2019-12-31,BROADWAY FINANCIAL CORP \DE\  (BYFC)  (CIK 0001001171),6035.0,True
1136869,1,0001564590-20-005657,zbh-10k_20191231.htm,2020-02-21,10-K,10-K,10-K,10-K,2019-12-31,"ZIMMER BIOMET HOLDINGS, INC.  (ZBH)  (CIK 0001136869)",3842.0,True
1704760,1,0001213900-20-016148,f10k2020_americanvirtual.htm,2020-06-29,10-K,10-K,10-K,ANNUAL REPORT,2020-03-31,"American Virtual Cloud Technologies, Inc.  (CIK 0001704760)",6770.0,True
851205,1,0000851205-20-000002,cgnx-20191231x10xk.htm,2020-02-13,10-K,10-K,10-K,10-K,2019-12-31,COGNEX CORP  (CGNX)  (CIK 0000851205),3823.0,True
1187953,1,0001104659-20-043660,tm205316d1_10k.htm,2020-04-06,10-K,10-K,10-K,FORM 10-K,2019-12-31,"CREATIVE MEDICAL TECHNOLOGY HOLDINGS, INC.  (CELZ)  (CIK 0001187953)",2836.0,True
897078,1,0001493152-20-008581,form10-k.htm,2020-05-14,10-K,10-K,10-K,,2019-12-31,"Resonate Blends, Inc.  (KOAN)  (CIK 0000897078)",7372.0,True
1610950,1,0001610950-20-000043,synh-20191231.htm,2020-02-20,10-K,10-K,10-K,10-K,2019-12-31,"Syneos Health, Inc.  (CIK 0001610950)",8731.0,True
1737372,1,0001213900-20-008250,f10k2019_sysorexinc.htm,2020-03-31,10-K,10-K,10-K,ANNUAL REPORT,2019-12-31,"Sysorex, Inc.  (SYSX)  (CIK 0001737372)",7371.0,True
792977,1,0000792977-20-000027,a201910-k.htm,2020-03-06,10-K,10-K,10-K,10-K,2019-12-31,"AMAG PHARMACEUTICALS, INC.  (CIK 0000792977)",2834.0,True
3545,1,0001564590-20-056379,alco-10k_20200930.htm,2020-12-08,10-K,10-K,10-K,10-K,2020-09-30,"ALICO, INC.  (ALCO)  (CIK 0000003545)",100.0,True
1468666,1,0001468666-20-000019,scwx10-kfy2020x01312020.htm,2020-03-27,10-K,10-K,10-K,10-K,2020-01-31,SecureWorks Corp  (SCWX)  (CIK 0001468666),7372.0,True
1159275,1,0001493152-20-010111,form10-k.htm,2020-05-29,10-K,10-K,10-K,,2019-12-31,KIWA BIO-TECH PRODUCTS GROUP CORP  (CIK 0001159275),2870.0,True
1558441,1,0001558441-20-000007,iptq42019form10-k.htm,2020-03-09,10-K,10-K,10-K,10-K,2019-12-31,INDUSTRIAL PROPERTY TRUST  (CIK 0001558441),6798.0,True
936340,2,0000936340-20-000127,dteenergy2019123110k.htm,2020-02-05,10-K,10-K,10-K,10-K,2019-12-31,"DTE ENERGY CO  (DTB, DTE, DTG, DTW)  (CIK 0000936340)",4911.0,True
9984,1,0000009984-20-000029,b201910k.htm,2020-02-25,10-K,10-K,10-K,FORM 10-K,2019-12-31,BARNES GROUP INC  (B)  (CIK 0000009984),3490.0,True
1670541,1,0001670541-20-000080,adnt-20200930.htm,2020-11-30,10-K,10-K,10-K,10-K,2020-09-30,Adient plc  (ADNT)  (CIK 0001670541),3714.0,True
1350381,1,0001628280-20-003720,inwk201910-k.htm,2020-03-17,10-K,10-K,10-K,10-K,2019-12-31,INNERWORKINGS INC  (CIK 0001350381),7389.0,True
50863,1,0000050863-20-000011,a12282019q410kdocumentcourte.pdf,2020-01-24,10-K,10-K,10-K,10-K COURTESY PDF,2019-12-28,INTEL CORP  (INTC)  (CIK 0000050863),3674.0,True
1262039,1,0001262039-20-000011,ftnt-201910xk.htm,2020-02-26,10-K,10-K,10-K,10-K,2019-12-31,"Fortinet, Inc.  (FTNT)  (CIK 0001262039)",3577.0,True
1467623,1,0001467623-20-000011,a12311910-k.htm,2020-02-21,10-K,10-K,10-K,10-K,2019-12-31,"DROPBOX, INC.  (DBX)  (CIK 0001467623)",7372.0,True
812306,1,0001437749-20-020789,pcyn20200630_10k.htm,2020-10-06,10-K,10-K,10-K,FORM 10-K,2020-06-30,PROCYON CORP  (PCYN)  (CIK 0000812306),2834.0,True
914156,1,0001171843-20-001695,f10k_031320p.htm,2020-03-13,10-K,10-K,10-K,FORM 10-K,2019-12-31,UFP TECHNOLOGIES INC  (UFPT)  (CIK 0000914156),3841.0,True
874396,1,0001628280-20-003560,lcut-20191231.htm,2020-03-13,10-K,10-K,10-K,10-K,2019-12-31,"LIFETIME BRANDS, INC  (LCUT)  (CIK 0000874396)",3420.0,True
1385849,1,0001385849-20-000032,efr-20191231x10k.htm,2020-03-17,10-K,10-K,10-K,10-K,2019-12-31,ENERGY FUELS INC  (UUUU)  (CIK 0001385849),1400.0,True
1616741,1,0001616741-20-000037,pati10k20annual.htm,2020-12-11,10-K,10-K,EX-13,PATI 2020 ANNUAL REPORT,2020-09-30,"PATRIOT TRANSPORTATION HOLDING, INC.  (CIK 0001616741)",4210.0,True
916789,1,0000916789-20-000024,fy20q410k.htm,2020-04-29,10-K,10-K,10-K,10-K,2020-02-29,HELEN OF TROY LTD  (HELE)  (CIK 0000916789),3634.0,True
1415684,1,0001654954-20-009485,mslp_10k.htm,2020-08-25,10-K,10-K,10-K,ANNUAL REPORT,2019-12-31,MusclePharm Corp  (MSLPQ)  (CIK 0001415684),2834.0,True
1626853,1,0001213900-20-016927,f10k2020_majesco.htm,2020-07-08,10-K,10-K,10-K,ANNUAL REPORT,2020-03-31,Majesco  (CIK 0001626853),7372.0,True
949039,1,0001564590-20-004199,do-10k_20191231.htm,2020-02-11,10-K,10-K,10-K,10-K,2019-12-31,"DIAMOND OFFSHORE DRILLING, INC.  (DO, DODRW)  (CIK 0000949039)",1381.0,True
1713210,1,0001493152-20-004884,form10-k.htm,2020-03-27,10-K,10-K,10-K,,2019-12-31,Agape ATP Corp  (ATPC)  (CIK 0001713210),8000.0,True
946486,1,0001437749-20-006970,wint20191231_10k.htm,2020-04-03,10-K,10-K,10-K,FORM 10-K,2019-12-31,"WINDTREE THERAPEUTICS INC /DE/  (WINT, WINTW)  (CIK 0000946486)",2836.0,True
780571,1,0000780571-20-000004,itri-20191231.htm,2020-02-27,10-K,10-K,10-K,10-K,2019-12-31,"ITRON, INC.  (ITRI)  (CIK 0000780571)",3825.0,True
746598,1,0000746598-20-000097,brc-20200731.htm,2020-09-16,10-K,10-K,10-K,10-K,2020-07-31,BRADY CORP  (BRC)  (CIK 0000746598),3990.0,True
794619,1,0000794619-20-000047,amwd-2020430x10k.htm,2020-06-29,10-K,10-K,10-K,10-K,2020-04-30,AMERICAN WOODMARK CORP  (AMWD)  (CIK 0000794619),2430.0,True
1439222,1,0001439222-20-000014,agio-20191231.htm,2020-02-19,10-K,10-K,10-K,10-K,2019-12-31,"AGIOS PHARMACEUTICALS, INC.  (AGIO)  (CIK 0001439222)",2834.0,True
62234,1,0001104659-20-024194,tm205232d1_10k.htm,2020-02-24,10-K,10-K,10-K,FORM 10-K,2019-12-26,MARCUS CORP  (MCS)  (CIK 0000062234),7830.0,True
1571123,1,0001571123-20-000013,saic2020-01x3110xk.htm,2020-03-27,10-K,10-K,10-K,10-K,2020-01-31,Science Applications International Corp  (SAIC)  (CIK 0001571123),7373.0,True
1588014,1,0001493152-20-008454,form10-k.htm,2020-05-13,10-K,10-K,10-K,,2019-12-31,"ADM ENDEAVORS, INC.  (ADMQ)  (CIK 0001588014)",1700.0,True
885725,1,0000885725-21-000008,bsx-20201231.htm,2021-02-23,10-K,10-K,10-K,10-K,2020-12-31,BOSTON SCIENTIFIC CORP  (BSX)  (CIK 0000885725),3841.0,True
1643301,1,0001477932-21-001927,curr_10k.htm,2021-03-31,10-K,10-K,10-K,FORM 10-K,2020-12-31,Cure Pharmaceutical Holding Corp.  (AVRW)  (CIK 0001643301),2834.0,True
860546,2,0000860546-21-000010,ofc-20201231.htm,2021-02-12,10-K,10-K,10-K,10-K,2020-12-31,CORPORATE OFFICE PROPERTIES TRUST  (CDP)  (CIK 0000860546),6798.0,True
33213,1,0000033213-21-000006,eqt-20201231.htm,2021-02-17,10-K,10-K,10-K,10-K,2020-12-31,EQT Corp  (EQT)  (CIK 0000033213),1311.0,True
1511737,1,0001511737-21-000036,ubnt-20210630.htm,2021-08-27,10-K,10-K,10-K,10-K,2021-06-30,Ubiquiti Inc.  (UI)  (CIK 0001511737),3663.0,True
1399529,1,0001399529-21-000042,drna-20201231.htm,2021-02-26,10-K,10-K,10-K,10-K,2020-12-31,Dicerna Pharmaceuticals Inc  (CIK 0001399529),2834.0,True
1740797,1,0001740797-21-000014,tren10kmarch312021_r1.htm,2021-07-13,10-K,10-K,10-K,,2021-03-31,TREND INNOVATIONS HOLDING INC.  (AVAI)  (CIK 0001740797),7374.0,True
1448695,1,0001493152-21-006240,form10-k.htm,2021-03-17,10-K,10-K,10-K,,2019-12-31,Sylios Corp  (CIK 0001448695),1311.0,True
1096934,1,0001437749-21-007466,syte20201231_10k.htm,2021-03-29,10-K,10-K,10-K,FORM 10-K,2020-12-31,"ENTERPRISE DIVERSIFIED, INC.  (CIK 0001096934)",6211.0,True
1642453,1,0001558370-21-001921,dske-20201231x10k.htm,2021-02-26,10-K,10-K,10-K,10-K,2020-12-31,"Daseke, Inc.  (CIK 0001642453)",4700.0,True
1487197,1,0001493152-21-008727,form10-k.htm,2021-04-14,10-K,10-K,10-K,,2020-12-31,BARFRESH FOOD GROUP INC.  (BRFH)  (CIK 0001487197),2030.0,True
1083522,1,0001437749-21-007037,jsda20201231_10k.htm,2021-03-24,10-K,10-K,10-K,FORM 10-K,2020-12-31,JONES SODA CO  (JSDA)  (CIK 0001083522),2080.0,True
1822479,1,0001822479-21-000018,soterahealthcompany-10k2020.htm,2021-03-09,10-K,10-K,10-K,10-K,2020-12-31,Sotera Health Co  (SHC)  (CIK 0001822479),8090.0,True
873303,1,0001564590-21-009835,srpt-10k_20201231.htm,2021-03-01,10-K,10-K,10-K,SRPT 12/31/2020 10-K,2020-12-31,"Sarepta Therapeutics, Inc.  (SRPT)  (CIK 0000873303)",2834.0,True
10795,1,0000010795-21-000091,bdx-20210930.htm,2021-11-24,10-K,10-K,10-K,10-K,2021-09-30,BECTON DICKINSON & CO  (BDX)  (CIK 0000010795),3841.0,True
87802,1,0001654954-21-011097,form_10-kandfinancials101.htm,2021-10-14,10-K,10-K,10-K,ANNUAL REPORT,2021-06-30,SCIENTIFIC INDUSTRIES INC  (SCND)  (CIK 0000087802),3826.0,True
714256,1,0001654954-21-003520,smti_10k.htm,2021-03-30,10-K,10-K,10-K,FORM 10-K,2020-12-31,Sanara MedTech Inc.  (SMTI)  (CIK 0000714256),3842.0,True
924717,1,0001564590-21-058206,srdx-10k_20210930.htm,2021-11-24,10-K,10-K,10-K,10-K,2021-09-30,SURMODICS INC  (SRDX)  (CIK 0000924717),3841.0,True
1651992,1,0001477932-21-003616,asft_10k.htm,2021-05-27,10-K,10-K,10-K,FORM 10-K,2020-12-31,"Appsoft Technologies, Inc.  (ASFT)  (CIK 0001651992)",7372.0,True
1160951,1,0001564590-21-052973,dct-10k_20210831.htm,2021-10-29,10-K,10-K,10-K,10-K,2021-08-31,"DUCK CREEK TECHNOLOGIES, INC.  (CIK 0001160951)",7372.0,True
891024,1,0000891024-21-000006,pdco-20210424.htm,2021-06-23,10-K,10-K,10-K,10-K,2021-04-24,"PATTERSON COMPANIES, INC.  (PDCO)  (CIK 0000891024)",5047.0,True
1425287,1,0001628280-21-003538,wkhs-20201231.htm,2021-03-01,10-K,10-K,10-K,10-K,2020-12-31,Workhorse Group Inc.  (WKHS)  (CIK 0001425287),3711.0,True
1327567,1,0001327567-21-000029,panw-20210731.htm,2021-09-03,10-K,10-K,10-K,10-K,2021-07-31,Palo Alto Networks Inc  (PANW)  (CIK 0001327567),3577.0,True
1089819,2,0001089819-21-000003,cnl-20201231.htm,2021-03-03,10-K,10-K,10-K,10-K,2020-12-31,Cleco Corporate Holdings LLC  (CIK 0001089819),4911.0,True
895419,1,0000895419-21-000070,cree-20210627.htm,2021-08-18,10-K,10-K,10-K,10-K,2021-06-27,"CREE, INC.  (WOLF)  (CIK 0000895419)",3674.0,True
1001907,1,0001564590-21-048370,astc-10k_20210630.htm,2021-09-21,10-K,10-K,10-K,10-K,2021-06-30,ASTROTECH Corp  (ASTC)  (CIK 0001001907),3826.0,True
1725057,1,0001564590-21-009508,cday-10k_20201231.htm,2021-02-26,10-K,10-K,10-K,10-K,2020-12-31,Ceridian HCM Holding Inc.  (DAY)  (CIK 0001725057),7372.0,True
1239819,1,0001239819-21-000027,luna-20201231.htm,2021-03-12,10-K,10-K,10-K,10-K,2020-12-31,LUNA INNOVATIONS INC  (LUNA)  (CIK 0001239819),8731.0,True
933034,1,0001564590-21-046790,strt-10k_20210627.htm,2021-09-02,10-K,10-K,10-K,10-K,2021-06-27,STRATTEC SECURITY CORP  (STRT)  (CIK 0000933034),3714.0,True
1108524,1,0001108524-22-000008,crm-20210131.htm,2021-03-17,10-K,10-K,10-K,10-K,2021-01-31,"SALESFORCE.COM, INC.  (CRM)  (CIK 0001108524)",7372.0,True
886835,1,0000886835-21-000003,c835-20201231x10k.htm,2021-03-26,10-K,10-K,10-K,10-K,2020-12-31,SUPERIOR ENERGY SERVICES INC  (CIK 0000886835),1389.0,True
1701114,1,0001558370-21-001484,aprn-20201231x10k.htm,2021-02-23,10-K,10-K,10-K,10-K,2020-12-31,"Blue Apron Holdings, Inc.  (CIK 0001701114)",5961.0,True
22356,1,0000022356-21-000015,cbsh-20201231.htm,2021-02-24,10-K,10-K,10-K,10-K,2020-12-31,COMMERCE BANCSHARES INC /MO/  (CBSH)  (CIK 0000022356),6022.0,True
1161728,2,0001161728-21-000013,mgee-20201231.htm,2021-02-24,10-K,10-K,10-K,FORM 10-K,2020-12-31,MGE ENERGY INC  (MGEE)  (CIK 0001161728),4900.0,True
887396,1,0001072613-21-000331,form10k123120.htm,2021-03-31,10-K,10-K,10-K,FORM 10K DATED 12-31-20,2020-12-31,EMPIRE PETROLEUM CORP  (EP)  (CIK 0000887396),1311.0,True
917470,1,0001437749-21-004100,zeus20201231_10k.htm,2021-02-25,10-K,10-K,10-K,FORM 10-K,2020-12-31,OLYMPIC STEEL INC  (ZEUS)  (CIK 0000917470),5051.0,True
854800,1,0001213900-21-018976,f10k2020_mictinc.htm,2021-03-31,10-K,10-K,10-K,ANNUAL REPORT,2020-12-31,"MICT, Inc.  (TIOG)  (CIK 0000854800)",3670.0,True
1629205,1,0001477932-21-009127,gmvp_10k.htm,2021-12-10,10-K,10-K,10-K,FORM 10-K,2021-08-31,"GridIron BioNutrients, Inc.  (IVBT)  (CIK 0001629205)",2834.0,True
1708341,1,0001213900-21-021245,f10k2020_alliedesports.htm,2021-04-13,10-K,10-K,10-K,ANNUAL REPORT,2020-12-31,"Allied Esports Entertainment, Inc.  (AGAE)  (CIK 0001708341)",7900.0,True
1784058,1,0001213900-21-039960,f10k2020_ponygroup.htm,2021-08-03,10-K,10-K,10-K,ANNUAL REPORT,2020-12-31,Pony Group Inc.  (PNYG)  (CIK 0001784058),7500.0,True
885462,1,0001193805-21-000465,e620446_10k-gulf.htm,2021-04-08,10-K,10-K,10-K,,2020-12-31,"GULF RESOURCES, INC.  (GURE)  (CIK 0000885462)",2800.0,True
1060822,1,0001060822-21-000006,cri-20210102.htm,2021-02-26,10-K,10-K,10-K,10-K,2021-01-02,CARTERS INC  (CRI)  (CIK 0001060822),2300.0,True
926326,1,0000926326-21-000007,omcl-20201231.htm,2021-02-24,10-K,10-K,10-K,10-K,2020-12-31,"OMNICELL, Inc  (OMCL)  (CIK 0000926326)",3571.0,True
724910,1,0000724910-21-000008,NVE_2021_10K--Draft.htm,2021-05-05,10-K,10-K,10-K,"ANNUAL REPORT FOR THE YEAR ENDED MARCH 31, 2021",2021-03-31,NVE CORP /NEW/  (NVEC)  (CIK 0000724910),3674.0,True
1023459,1,0001683168-21-005076,simulations_10k-083121.htm,2021-10-27,10-K,10-K,10-K,FORM 10-K FOR PERIOD 08-31-21,2021-08-31,"Simulations Plus, Inc.  (SLP)  (CIK 0001023459)",7373.0,True
1423221,1,0001423221-21-000018,nx-20211031.htm,2021-12-17,10-K,10-K,10-K,10-K,2021-10-31,Quanex Building Products CORP  (NX)  (CIK 0001423221),3350.0,True
1437226,1,0001193125-21-082076,d116994d10k.htm,2021-03-16,10-K,10-K,10-K,10-K,2020-12-31,"Mastech Digital, Inc.  (MHH)  (CIK 0001437226)",8742.0,True
1326089,1,0001558370-21-003806,snde-20201231x10k.htm,2021-03-31,10-K,10-K,10-K,10-K,2020-12-31,Sundance Energy Inc.  (CIK 0001326089),1311.0,True
1770236,1,0001104659-21-120762,tm2127660d1_10k.htm,2021-09-29,10-K,10-K,10-K,FORM 10-K,2021-06-30,MOVING iMAGE TECHNOLOGIES INC.  (MITQ)  (CIK 0001770236),3861.0,True
1718512,1,0001718512-21-000012,gtes-20210102.htm,2021-02-10,10-K,10-K,10-K,10-K,2021-01-02,Gates Industrial Corp plc  (GTES)  (CIK 0001718512),3560.0,True
1576280,1,0001576280-21-000031,gh-20201231.htm,2021-02-25,10-K,10-K,10-K,10-K,2020-12-31,"Guardant Health, Inc.  (GH)  (CIK 0001576280)",8071.0,True
1534120,1,0001628280-21-004162,cerc-20201231.htm,2021-03-08,10-K,10-K,10-K,10-K,2020-12-31,Cerecor Inc.  (AVTX)  (CIK 0001534120),2834.0,True
883902,1,0000883902-21-000012,cnr-20201231.htm,2021-03-04,10-K,10-K,10-K,10-K,2020-12-31,"Cornerstone Building Brands, Inc.  (CIK 0000883902)",3448.0,True
1289636,1,0001289636-21-000005,pfie-20201231.htm,2021-03-10,10-K,10-K,10-K,10-K,2020-12-31,PROFIRE ENERGY INC  (PFIE)  (CIK 0001289636),3533.0,True
1575828,1,0001575828-21-000009,fi-20201231.htm,2021-03-01,10-K,10-K,10-K,10-K,2020-12-31,FRANK'S INTERNATIONAL N.V.  (XPRO)  (CIK 0001575828),1389.0,True
1408075,1,0001408075-21-000012,gpk-20201231.htm,2021-02-16,10-K,10-K,10-K,10-K,2020-12-31,GRAPHIC PACKAGING HOLDING CO  (GPK)  (CIK 0001408075),2650.0,True
874866,1,0001564590-21-030813,crvl-10k_20210331.htm,2021-05-28,10-K,10-K,10-K,10-K,2021-03-31,CORVEL CORP  (CRVL)  (CIK 0000874866),6411.0,True
943034,1,0000897101-21-000169,isns-20201231.htm,2021-03-11,10-K,10-K,10-K,"FORM 10-K FOR THE FISCAL YEAR ENDED DECEMBER 31, 2020",2020-12-31,IMAGE SENSING SYSTEMS INC  (AATC)  (CIK 0000943034),3829.0,True
1141197,1,0001654954-21-003087,ped_10k.htm,2021-03-23,10-K,10-K,10-K,ANNUAL REPORT,2020-12-31,PEDEVCO CORP  (PED)  (CIK 0001141197),1311.0,True
1640982,1,0001558370-21-003670,atel-20201231x10k.htm,2021-03-30,10-K,10-K,10-K,10-K,2020-12-31,"ATEL 17, LLC  (CIK 0001640982)",7359.0,True
1528849,1,0001558370-21-003728,rh-20210130x10k.htm,2021-03-30,10-K,10-K,10-K,10-K,2021-01-30,RH  (RH)  (CIK 0001528849),5712.0,True
1393883,1,0001393883-21-000011,dhx-20201231.htm,2021-02-10,10-K,10-K,10-K,10-K,2020-12-31,"DHI GROUP, INC.  (DHX)  (CIK 0001393883)",7389.0,True
1643269,1,0001643269-21-000006,sumo-20210131.htm,2021-03-12,10-K,10-K,10-K,10-K,2021-01-31,"Sumo Logic, Inc.  (CIK 0001643269)",7372.0,True
98362,1,0000098362-21-000039,tkr-20201231.htm,2021-02-16,10-K,10-K,10-K,10-K,2020-12-31,TIMKEN CO  (TKR)  (CIK 0000098362),3562.0,True
1808997,1,0001564590-21-036740,aout-10k_20210430.htm,2021-07-15,10-K,10-K,10-K,10-K,2021-04-30,"American Outdoor Brands, Inc.  (AOUT)  (CIK 0001808997)",3949.0,True
895456,1,0001437749-21-006170,rcky20201207_10k.htm,2021-03-16,10-K,10-K,10-K,FORM 10-K,2020-12-31,"ROCKY BRANDS, INC.  (RCKY)  (CIK 0000895456)",3140.0,True
1593034,1,0001593034-21-000012,endp-20201231.htm,2021-02-26,10-K,10-K,10-K,10-K,2020-12-31,Endo International plc  (CIK 0001593034),2834.0,True
755001,1,0001193125-21-025264,d67774d10k.htm,2021-02-02,10-K,10-K,10-K,10-K,2020-12-31,UNITIL CORP  (UTL)  (CIK 0000755001),4931.0,True
1393434,1,0001558370-21-002813,ocul-20201231x10k.htm,2021-03-11,10-K,10-K,10-K,10-K,2020-12-31,"OCULAR THERAPEUTIX, INC  (OCUL)  (CIK 0001393434)",2834.0,True
1352081,1,0001352081-21-000022,card-20210930.htm,2021-11-19,10-K,10-K,10-K,10-K,2021-09-30,Cardinal Ethanol LLC  (CRDE)  (CIK 0001352081),2860.0,True
